muestra,t,M 5A,DUT 30A,
16,7887,0.945,97.441,
17,8413,0.000,89.066,
18,8938,1.742,87.286,
19,9464,0.422,86.585,
20,9988,1.690,87.028,
muestra,t,M 5A,DUT 30A,
2,530,2.109,91.339,
3,1055,1.401,88.274,
4,1580,0.422,142.725,
5,2104,4.203,142.478,
6,2631,0.000,139.614,
7,3155,4.589,145.047,
8,3681,3.129,145.568,
9,4207,0.422,141.098,
10,4732,0.000,142.523,
11,5258,1.033,143.797,
12,5784,3.555,183.552,
13,6310,3.609,230.868,
14,6834,0.422,227.222,
15,7360,0.000,180.596,
16,7886,0.597,96.080,
17,8411,1.334,93.282,
18,8937,0.597,90.987,
19,9462,3.458,88.056,
20,9987,0.000,85.802,
21,10512,0.731,87.175,
muestra,t,M 5A,DUT 30A,
2,530,1.266,84.563,
3,1057,4.176,92.212,
4,1581,0.422,146.457,
5,2107,1.334,145.502,
6,2633,3.530,142.723,
7,3158,0.845,141.958,
8,3684,1.334,142.544,
9,4210,2.151,146.074,
10,4735,3.483,142.342,
11,5261,0.597,143.485,
12,5787,3.427,192.298,
13,6312,3.245,215.825,
14,6837,1.401,210.537,
15,7363,3.702,176.251,
16,7888,3.963,95.711,
17,8414,4.425,90.032,
18,8939,4.853,86.695,
19,9465,1.688,87.101,
20,9990,1.401,85.125,
21,10514,2.275,86.398,
muestra,t,M 5A,DUT 30A,
2,529,0.732,86.138,
3,1056,1.579,92.177,
4,1580,1.981,141.913,
5,2104,1.195,147.441,
6,2630,1.033,144.131,
7,3155,0.597,143.600,
8,3681,0.844,144.995,
9,4207,0.597,144.951,
10,4732,4.589,144.136,
11,5257,3.634,146.830,
12,5782,0.000,194.155,
13,6309,1.579,232.566,
14,6834,2.802,231.673,
15,7359,0.943,169.826,
16,7886,5.080,94.273,
17,8411,2.987,88.347,
18,8936,1.790,88.089,
19,9463,1.116,84.677,
20,9988,0.844,88.850,
21,10512,0.422,85.502,
muestra,t,M 5A,DUT 30A,
2,530,1.739,108.553,
3,1055,3.559,97.044,
4,1579,2.987,142.275,
5,2105,5.419,142.319,
6,2630,1.118,135.972,
7,3156,0.422,144.197,
8,3682,4.622,138.878,
9,4207,2.195,143.690,
10,4732,0.000,147.789,
11,5257,1.790,143.373,
12,5783,0.422,149.389,
13,6307,1.035,207.649,
14,6832,3.326,93.470,
15,7357,1.790,85.130,
16,7882,1.936,88.383,
17,8408,2.601,83.802,
18,8934,1.933,83.457,
muestra,t,M 5A,DUT 30A,
2,530,2.387,87.834,
3,1057,0.731,94.680,
4,1583,0.597,137.195,
5,2109,3.726,139.499,
6,2636,0.597,139.223,
7,3160,1.336,136.090,
8,3685,1.841,144.470,
9,4211,0.000,140.893,
10,4736,0.422,141.890,
11,5262,0.422,138.601,
12,5788,1.839,141.664,
13,6314,0.845,222.248,
14,6838,2.112,110.188,
15,7364,1.634,85.468,
16,7889,0.945,88.854,
17,8415,2.387,87.285,
18,8941,3.935,85.655,
muestra,t,M 5A,DUT 30A,
2,530,1.035,89.323,
3,1056,3.129,93.796,
4,1580,2.570,140.936,
5,2107,0.844,136.081,
6,2633,2.566,136.973,
7,3158,3.917,140.663,
8,3687,0.943,138.114,
9,4211,2.896,139.677,
10,4737,1.033,137.720,
11,5264,3.401,136.669,
12,5788,4.096,141.300,
13,6313,0.422,198.037,
14,6839,3.504,165.314,
15,7364,0.597,89.395,
16,7889,3.483,91.981,
17,8414,0.943,83.649,
18,8940,1.981,88.056,
19,9464,0.000,84.823,
muestra,t,M 5A,DUT 30A,
2,529,2.427,82.714,
3,1056,1.193,88.994,
4,1581,1.035,139.884,
5,2105,0.597,141.005,
6,2631,1.266,141.574,
7,3156,4.349,137.545,
8,3681,0.000,140.503,
9,4207,1.887,137.720,
10,4735,2.154,135.023,
11,5259,0.732,137.732,
12,5785,1.688,141.143,
13,6311,1.035,177.347,
14,6835,3.075,174.130,
15,7361,0.943,88.307,
16,7886,0.000,90.537,
17,8411,0.732,85.238,
18,8935,1.267,85.951,
muestra,t,M 5A,DUT 30A,
2,530,3.401,84.979,
3,1055,4.030,88.963,
4,1581,0.000,137.743,
5,2106,1.035,141.913,
6,2631,1.336,139.124,
7,3156,4.980,141.437,
8,3680,0.845,141.141,
9,4206,1.739,136.528,
10,4731,1.581,140.936,
11,5256,0.597,136.231,
12,5782,1.839,136.551,
13,6311,4.002,175.759,
14,6836,3.379,180.809,
15,7361,0.844,88.271,
16,7888,2.109,88.994,
17,8412,2.987,84.671,
18,8938,3.295,85.355,
muestra,t,M 5A,DUT 30A,
2,530,1.195,82.519,
3,1054,1.336,94.223,
4,1578,3.609,137.569,
5,2105,1.116,133.442,
6,2631,4.992,137.906,
7,3156,3.940,139.032,
8,3682,1.790,140.004,
9,4207,1.118,135.142,
10,4732,1.792,140.594,
11,5258,3.935,137.998,
12,5783,1.523,139.447,
13,6308,3.534,174.333,
14,6834,1.334,181.675,
15,7359,0.945,88.383,
16,7886,1.463,86.695,
17,8412,0.844,86.028,
18,8937,2.352,84.747,
muestra,t,M 5A,DUT 30A,
2,530,1.461,89.532,
3,1056,1.266,89.532,
4,1581,1.267,136.137,
5,2107,6.314,132.817,
6,2632,1.267,138.430,
7,3157,1.742,137.195,
8,3683,1.839,140.232,
9,4208,3.483,135.806,
10,4735,0.943,137.906,
11,5259,1.401,139.493,
12,5784,3.458,139.101,
13,6310,1.839,179.867,
14,6835,3.483,185.682,
15,7361,0.000,89.353,
16,7887,2.151,87.395,
17,8412,0.945,84.024,
18,8937,3.458,85.314,
muestra,t,M 5A,DUT 30A,
2,529,1.636,83.794,
3,1055,1.887,86.917,
4,1581,0.422,142.048,
5,2106,2.112,139.907,
6,2631,0.422,135.893,
7,3157,0.845,138.523,
8,3682,3.406,137.779,
9,4207,4.524,138.138,
10,4734,0.422,146.161,
11,5259,1.195,140.297,
12,5785,0.000,139.085,
13,6310,2.834,209.266,
14,6839,0.422,126.601,
15,7365,3.427,84.222,
16,7890,2.987,85.614,
17,8416,0.844,89.604,
18,8942,1.266,88.597,
muestra,t,M 5A,DUT 30A,
2,530,4.025,85.318,
3,1056,0.422,95.274,
4,1582,0.597,135.546,
5,2108,0.422,139.866,
6,2633,2.112,135.285,
7,3159,1.933,134.542,
8,3684,0.422,140.959,
9,4209,1.195,141.391,
10,4734,1.118,136.514,
11,5258,1.581,137.171,
12,5785,1.334,137.067,
13,6309,0.597,185.803,
14,6834,0.845,179.274,
15,7359,0.422,92.662,
16,7886,0.844,90.209,
17,8410,4.074,88.601,
18,8936,1.116,81.986,
19,9461,3.017,88.673,
muestra,t,M 5A,DUT 30A,
2,529,5.016,84.519,
3,1055,1.399,92.489,
4,1582,0.844,136.903,
5,2106,0.422,142.793,
6,2633,1.336,135.759,
7,3160,0.597,144.685,
8,3684,1.742,141.050,
9,4209,0.597,137.195,
10,4734,1.266,138.184,
11,5260,3.609,137.545,
12,5784,0.422,137.709,
13,6310,1.579,179.457,
14,6835,3.707,190.784,
15,7360,1.267,94.393,
16,7885,3.504,89.425,
17,8410,0.000,83.564,
18,8936,3.726,85.879,
19,9460,3.104,84.861,
muestra,t,M 5A,DUT 30A,
2,530,1.401,81.894,
3,1055,1.739,87.688,
4,1581,4.219,135.279,
5,2106,1.636,129.981,
6,2630,3.432,137.965,
7,3156,0.597,135.421,
8,3683,1.334,140.597,
9,4210,0.597,136.537,
10,4734,0.597,139.286,
11,5261,0.844,136.996,
12,5785,0.422,139.493,
13,6310,1.035,184.414,
14,6836,4.025,186.204,
15,7361,2.705,87.946,
16,7887,3.401,86.585,
17,8413,2.151,86.733,
18,8938,3.432,89.682,
19,9463,2.987,89.179,
muestra,t,M 5A,DUT 30A,
2,530,0.422,83.265,
3,1055,3.509,90.253,
4,1580,4.203,139.263,
5,2104,3.559,134.666,
6,2631,2.668,137.370,
7,3156,3.634,137.405,
8,3680,1.690,136.655,
9,4206,3.530,135.492,
10,4731,3.046,136.584,
11,5258,1.523,139.953,
12,5784,3.678,141.981,
13,6309,3.872,180.293,
14,6834,3.917,181.659,
15,7360,1.579,87.432,
16,7885,3.534,86.732,
17,8410,1.889,84.633,
18,8935,0.597,87.138,
19,9461,4.510,87.727,
muestra,t,M 5A,DUT 30A,
2,530,0.844,87.065,
3,1055,3.458,91.103,
4,1581,0.000,141.347,
5,2107,1.033,140.848,
6,2632,3.406,132.793,
7,3158,3.453,134.447,
8,3684,1.334,137.323,
9,4209,3.104,134.308,
10,4735,3.401,139.131,
11,5261,4.002,138.809,
12,5787,1.267,144.470,
13,6314,2.235,183.961,
14,6839,1.979,182.993,
15,7366,0.943,89.425,
16,7890,1.742,84.823,
17,8416,0.844,85.804,
18,8941,2.112,84.898,
muestra,t,M 5A,DUT 30A,
2,529,1.267,85.012,
3,1055,1.521,92.142,
4,1579,0.000,136.161,
5,2106,1.521,134.923,
6,2631,1.742,132.551,
7,3155,2.154,137.124,
8,3681,1.933,136.973,
9,4206,0.422,138.801,
10,4731,1.267,139.884,
11,5257,1.266,137.696,
12,5782,6.308,138.916,
13,6308,0.597,176.160,
14,6834,0.597,195.291,
15,7359,1.035,88.601,
16,7886,0.000,83.832,
17,8412,0.000,85.842,
18,8938,4.025,86.474,
19,9463,3.483,83.947,
muestra,t,M 5A,DUT 30A,
2,529,0.945,86.212,
3,1055,0.844,90.528,
4,1580,4.139,136.278,
5,2105,0.422,141.573,
6,2631,3.654,135.421,
7,3156,1.267,140.365,
8,3681,0.845,137.054,
9,4205,1.401,134.595,
10,4732,2.668,131.897,
11,5256,0.597,139.608,
12,5782,0.422,142.970,
13,6308,0.731,171.403,
14,6834,1.267,203.918,
15,7358,3.483,86.361,
16,7884,0.422,89.353,
17,8409,0.732,86.063,
18,8937,2.861,89.460,
19,9463,1.399,89.782,
muestra,t,M 5A,DUT 30A,
2,529,5.016,86.732,
3,1055,1.979,89.889,
4,1580,2.195,139.976,
5,2106,0.422,137.417,
6,2632,2.701,135.539,
7,3157,4.779,135.617,
8,3682,1.581,138.824,
9,4207,1.887,138.855,
10,4733,0.422,139.953,
11,5258,3.683,137.171,
12,5782,1.523,139.999,
13,6309,1.521,176.560,
14,6834,1.336,194.766,
15,7358,1.267,90.750,
16,7884,0.844,83.764,
17,8409,1.742,87.360,
18,8934,0.422,88.092,
19,9459,1.399,83.611,
muestra,t,M 5A,DUT 30A,
2,530,1.979,85.054,
3,1055,3.046,89.897,
4,1580,1.035,132.187,
5,2105,3.530,140.027,
6,2632,1.334,137.230,
7,3157,1.463,139.815,
8,3682,1.887,139.269,
9,4208,1.690,138.847,
10,4733,0.000,141.618,
11,5257,1.035,141.800,
12,5784,0.422,135.681,
13,6308,0.000,165.000,
14,6834,4.002,189.529,
15,7361,0.731,93.557,
16,7885,4.224,88.528,
17,8411,1.521,87.578,
18,8937,4.641,88.307,
19,9462,1.690,88.492,
muestra,t,M 5A,DUT 30A,
2,529,3.584,85.989,
3,1059,3.575,85.695,
4,1584,3.104,140.090,
5,2109,1.521,137.230,
6,2636,0.731,137.370,
7,3160,3.017,135.853,
8,3685,2.235,138.592,
9,4210,3.605,141.257,
10,4737,2.023,137.789,
11,5262,0.000,135.901,
12,5787,0.844,137.626,
13,6313,0.597,167.684,
14,6837,2.112,190.261,
15,7363,1.579,89.746,
16,7888,3.584,84.291,
17,8412,3.432,87.543,
18,8937,3.848,86.991,
19,9463,1.521,84.107,
muestra,t,M 5A,DUT 30A,
2,528,3.509,88.056,
3,1054,2.983,95.388,
4,1579,3.458,136.443,
5,2105,2.067,139.958,
6,2633,1.334,135.916,
7,3158,0.422,138.337,
8,3684,2.701,136.128,
9,4209,6.785,137.335,
10,4734,2.987,140.845,
11,5259,3.353,140.845,
12,5783,1.889,138.337,
13,6309,0.422,195.143,
14,6835,1.401,168.639,
15,7360,1.116,87.943,
16,7886,0.844,87.065,
17,8411,0.597,90.182,
18,8935,4.530,88.056,
muestra,t,M 5A,DUT 30A,
2,529,2.112,86.138,
3,1055,0.000,92.904,
4,1579,3.483,137.942,
5,2105,0.422,140.209,
6,2632,0.943,141.279,
7,3156,2.314,137.592,
8,3681,4.266,138.383,
9,4210,3.241,140.187,
10,4734,1.636,137.405,
11,5260,3.605,137.813,
12,5786,3.702,136.199,
13,6312,0.945,200.311,
14,6836,2.705,135.972,
15,7362,5.891,86.214,
16,7887,1.035,83.525,
17,8412,1.118,89.718,
18,8937,0.597,87.248,
muestra,t,M 5A,DUT 30A,
2,530,0.000,92.938,
3,1055,3.504,105.681,
4,1582,0.422,142.184,
5,2107,1.581,141.822,
6,2633,2.349,145.920,
7,3158,0.845,144.403,
8,3683,0.597,146.764,
9,4208,1.266,144.663,
10,4735,3.401,145.039,
11,5260,0.422,145.666,
12,5788,1.033,144.108,
13,6314,5.426,174.259,
14,6838,3.895,223.703,
15,7364,4.176,201.269,
16,7890,3.483,92.468,
17,8414,0.845,90.644,
18,8938,0.732,87.213,
19,9465,3.479,90.422,
20,9989,0.000,92.607,
21,10515,2.232,87.469,
muestra,t,M 5A,DUT 30A,
2,530,0.422,79.687,
3,1056,1.401,93.504,
4,1580,0.422,135.901,
5,2105,4.224,142.793,
6,2631,2.311,139.752,
7,3156,0.845,142.590,
8,3681,2.987,140.959,
9,4207,3.375,142.701,
10,4733,3.797,145.546,
11,5258,3.963,138.430,
12,5787,0.422,138.832,
13,6311,2.957,143.152,
14,6836,3.406,220.245,
15,7362,1.266,223.447,
16,7888,0.597,91.736,
17,8412,3.432,90.856,
18,8938,0.000,88.633,
19,9463,1.981,85.914,
20,9988,1.035,82.012,
21,10513,0.000,87.651,
muestra,t,M 5A,DUT 30A,
2,531,3.890,87.725,
3,1055,0.000,89.789,
4,1581,3.479,140.369,
5,2107,0.731,140.529,
6,2633,3.432,139.769,
7,3157,0.597,142.071,
8,3683,1.399,139.568,
9,4208,0.422,143.578,
10,4734,1.334,138.230,
11,5260,0.597,144.796,
12,5789,0.597,145.039,
13,6314,0.000,164.434,
14,6839,0.000,231.586,
15,7365,0.000,208.667,
16,7889,3.534,94.393,
17,8415,1.116,88.198,
18,8941,0.597,92.919,
19,9465,3.509,86.991,
20,9989,1.035,85.087,
muestra,t,M 5A,DUT 30A,
2,530,4.835,88.565,
3,1054,0.422,89.932,
4,1579,1.267,145.644,
5,2105,0.844,137.183,
6,2630,1.336,139.769,
7,3154,1.742,142.590,
8,3680,0.731,138.578,
9,4207,0.597,148.833,
10,4731,2.069,146.040,
11,5257,3.157,148.876,
12,5784,3.820,133.442,
13,6311,3.917,169.721,
14,6837,0.731,228.157,
15,7363,2.570,189.635,
16,7887,0.597,93.882,
17,8413,0.844,90.705,
18,8938,0.000,91.525,
19,9463,2.802,80.510,
20,9988,4.679,91.023,
muestra,t,M 5A,DUT 30A,
2,530,0.731,88.488,
3,1055,0.000,93.195,
4,1579,0.945,142.860,
5,2105,3.401,141.755,
6,2632,3.797,138.462,
7,3156,0.422,148.634,
8,3682,0.422,140.369,
9,4209,3.867,141.642,
10,4733,0.422,136.490,
11,5259,0.731,144.375,
12,5787,3.371,140.896,
13,6313,0.000,164.342,
14,6840,1.267,226.868,
15,7367,4.176,199.414,
16,7891,3.895,94.936,
17,8417,0.597,86.585,
18,8944,2.109,81.712,
19,9468,0.000,92.259,
muestra,t,M 5A,DUT 30A,
2,529,3.802,87.323,
3,1055,0.943,81.397,
4,1581,0.945,145.732,
5,2105,2.314,136.608,
6,2631,0.422,144.375,
7,3156,2.275,139.861,
8,3681,1.581,142.860,
9,4206,1.267,138.407,
10,4732,0.422,146.008,
11,5258,5.027,139.568,
12,5783,3.379,143.354,
13,6310,3.401,150.673,
14,6834,1.336,217.574,
15,7360,1.033,227.045,
16,7889,3.375,92.246,
17,8414,2.570,95.510,
18,8939,2.067,86.548,
19,9465,0.000,92.107,
20,9990,1.118,87.580,
muestra,t,M 5A,DUT 30A,
2,531,0.000,86.140,
3,1055,0.422,88.673,
4,1581,3.401,142.925,
5,2106,0.000,141.027,
6,2632,1.033,141.052,
7,3158,2.109,138.184,
8,3683,1.636,138.128,
9,4208,2.638,144.981,
10,4732,2.987,138.962,
11,5259,1.334,137.230,
12,5783,0.945,142.184,
13,6308,0.000,136.255,
14,6835,0.731,206.703,
15,7359,4.926,224.734,
16,7885,1.461,95.924,
17,8414,3.375,87.138,
18,8940,3.890,89.532,
19,9464,3.483,89.897,
20,9990,3.479,85.730,
muestra,t,M 5A,DUT 30A,
2,530,0.731,82.570,
3,1055,4.007,88.637,
4,1584,2.026,142.793,
5,2109,0.943,137.347,
6,2636,2.734,134.852,
7,3160,1.267,137.615,
8,3686,3.504,142.589,
9,4212,3.046,139.884,
10,4736,1.581,143.354,
11,5262,3.820,146.992,
12,5787,1.336,142.500,
13,6312,2.987,149.475,
14,6838,0.844,229.948,
15,7363,1.889,218.164,
16,7888,1.581,90.927,
17,8413,1.739,93.042,
18,8942,0.597,85.991,
19,9466,3.406,89.395,
20,9992,1.634,82.181,
21,10519,3.479,88.561,
muestra,t,M 5A,DUT 30A,
2,531,1.887,83.265,
3,1057,2.601,92.524,
4,1582,1.742,140.822,
5,2107,0.943,139.315,
6,2634,2.232,144.086,
7,3159,0.597,135.522,
8,3683,1.035,144.337,
9,4210,0.422,140.095,
10,4734,3.406,143.287,
11,5260,0.731,138.508,
12,5787,1.521,142.184,
13,6312,0.422,158.587,
14,6836,0.597,228.322,
15,7362,0.422,212.044,
16,7888,2.154,95.845,
17,8413,3.241,93.762,
18,8937,0.844,91.829,
19,9463,3.401,85.393,
20,9988,1.581,86.101,
muestra,t,M 5A,DUT 30A,
2,530,2.953,89.317,
3,1057,0.731,91.374,
4,1581,0.597,139.608,
5,2105,3.731,140.274,
6,2631,0.844,142.364,
7,3157,0.732,141.573,
8,3681,0.597,142.139,
9,4207,0.000,138.369,
10,4732,1.981,145.798,
11,5257,4.245,135.995,
12,5783,1.461,142.499,
13,6308,4.608,151.884,
14,6833,3.432,219.894,
15,7358,0.732,220.740,
16,7883,2.987,96.912,
17,8408,0.945,89.789,
18,8933,1.334,85.280,
19,9460,0.422,91.689,
20,9987,2.705,85.989,
21,10512,2.151,84.412,
muestra,t,M 5A,DUT 30A,
2,530,3.917,86.026,
3,1055,3.844,86.917,
4,1582,0.597,142.319,
5,2106,1.936,142.838,
6,2632,0.597,143.306,
7,3158,1.688,144.308,
8,3683,3.133,145.754,
9,4208,5.122,145.864,
10,4734,1.193,142.768,
11,5259,0.597,140.845,
12,5785,1.266,138.393,
13,6311,0.000,154.453,
14,6837,3.432,215.169,
15,7361,0.000,214.900,
16,7887,1.739,91.269,
17,8412,2.154,92.711,
18,8937,1.792,86.212,
19,9462,0.943,84.677,
20,9991,0.000,88.741,
muestra,t,M 5A,DUT 30A,
2,529,3.917,82.636,
3,1055,1.634,90.635,
4,1580,4.224,139.953,
5,2105,0.845,145.202,
6,2630,2.535,139.999,
7,3154,2.705,143.824,
8,3680,0.422,137.370,
9,4205,1.463,141.323,
10,4731,4.505,144.818,
11,5257,1.739,137.487,
12,5783,1.792,146.457,
13,6307,0.000,150.204,
14,6833,3.605,199.863,
15,7359,2.195,213.701,
16,7883,4.410,121.448,
17,8409,1.334,93.933,
18,8934,2.738,81.933,
19,9460,2.983,85.280,
20,9984,1.118,86.732,
21,10512,1.118,82.168,
muestra,t,M 5A,DUT 30A,
2,530,0.732,89.251,
3,1055,3.825,95.274,
4,1579,1.581,142.770,
5,2106,0.597,136.199,
6,2630,1.936,146.917,
7,3155,3.104,147.724,
8,3680,1.790,140.871,
9,4207,2.701,142.184,
10,4732,3.458,146.523,
11,5258,1.334,143.797,
12,5783,1.889,145.666,
13,6308,3.075,154.463,
14,6834,1.399,227.003,
15,7359,1.523,222.306,
16,7884,0.422,100.811,
17,8409,2.387,92.662,
18,8935,3.299,88.492,
19,9459,1.523,81.737,
20,9983,4.203,90.644,
muestra,t,M 5A,DUT 30A,
2,529,2.535,94.936,
3,1055,3.427,90.032,
4,1581,2.109,135.799,
5,2106,0.845,137.101,
6,2632,3.980,142.836,
7,3158,1.266,139.568,
8,3683,1.690,135.522,
9,4209,2.272,141.664,
10,4735,3.013,141.597,
11,5260,1.690,136.090,
12,5786,1.461,141.506,
13,6312,3.555,159.394,
14,6838,3.559,220.580,
15,7362,1.936,204.201,
16,7889,0.942,97.226,
17,8415,2.770,95.206,
18,8940,1.033,83.073,
19,9465,2.390,85.276,
20,9991,0.422,90.670,
muestra,t,M 5A,DUT 30A,
2,532,2.154,88.601,
3,1056,1.401,93.882,
4,1582,2.192,140.209,
5,2107,2.314,144.626,
6,2633,0.000,136.809,
7,3157,0.845,142.838,
8,3684,0.422,136.926,
9,4209,1.401,138.453,
10,4733,1.267,142.590,
11,5260,1.033,140.461,
12,5785,3.075,143.085,
13,6310,1.887,164.283,
14,6836,3.820,228.998,
15,7361,0.000,220.827,
16,7887,0.422,96.888,
17,8413,1.033,92.697,
18,8939,0.597,88.053,
19,9463,0.845,85.163,
20,9989,0.000,95.052,
muestra,t,M 5A,DUT 30A,
2,531,1.033,92.731,
3,1058,0.000,101.920,
4,1583,0.422,137.720,
5,2109,0.945,140.251,
6,2633,3.458,138.847,
7,3158,2.535,142.320,
8,3684,0.000,138.068,
9,4209,4.287,146.852,
10,4733,1.035,142.838,
11,5259,2.953,140.848,
12,5784,3.272,143.130,
13,6310,3.453,172.187,
14,6836,0.000,230.699,
15,7361,2.499,209.864,
16,7887,0.000,96.191,
17,8413,1.033,85.543,
18,8939,0.597,87.798,
19,9463,4.569,93.332,
20,9989,1.033,90.032,
muestra,t,M 5A,DUT 30A,
2,529,2.195,80.310,
3,1055,0.422,101.506,
4,1583,0.732,139.055,
5,2107,0.000,141.459,
6,2632,0.845,135.190,
7,3157,0.422,140.320,
8,3682,0.597,139.907,
9,4206,3.848,139.309,
10,4732,1.334,147.275,
11,5257,0.732,147.026,
12,5782,4.245,139.976,
13,6308,0.943,173.798,
14,6833,0.000,223.602,
15,7358,3.802,225.320,
16,7884,0.422,94.069,
17,8409,0.732,96.613,
18,8934,0.422,91.806,
19,9458,0.945,85.727,
20,9985,0.000,90.493,
21,10509,0.597,84.329,
muestra,t,M 5A,DUT 30A,
2,530,0.422,88.456,
3,1055,3.406,94.257,
4,1584,3.157,137.975,
5,2108,2.705,135.759,
6,2634,2.272,140.347,
7,3161,1.116,144.862,
8,3686,2.195,138.569,
9,4210,0.597,145.357,
10,4736,0.000,138.855,
11,5261,0.845,143.085,
12,5787,0.597,143.864,
13,6313,3.605,155.754,
14,6839,0.597,219.792,
15,7363,0.422,213.927,
16,7889,0.597,93.248,
17,8415,0.422,95.543,
18,8939,3.432,89.718,
19,9463,2.987,81.343,
20,9990,0.597,87.138,
21,10515,0.000,84.138,
muestra,t,M 5A,DUT 30A,
2,530,1.401,86.584,
3,1054,0.945,89.646,
4,1582,1.334,143.462,
5,2108,0.422,139.124,
6,2632,3.917,142.568,
7,3158,3.479,142.701,
8,3685,3.629,141.415,
9,4210,3.379,141.550,
10,4736,3.479,143.440,
11,5261,0.000,140.548,
12,5786,2.026,141.777,
13,6310,1.267,161.835,
14,6836,1.792,230.339,
15,7361,2.112,205.221,
16,7885,0.845,93.504,
17,8413,3.397,93.130,
18,8938,0.845,89.897,
19,9463,0.731,92.316,
20,9989,4.002,88.343,
muestra,t,M 5A,DUT 30A,
2,530,2.738,85.238,
3,1054,0.945,90.856,
4,1580,3.629,137.463,
5,2108,2.705,139.631,
6,2632,1.841,147.245,
7,3158,3.750,144.064,
8,3685,0.731,146.883,
9,4209,0.422,141.050,
10,4735,1.461,138.369,
11,5262,0.844,139.131,
12,5787,0.845,142.049,
13,6312,0.844,151.754,
14,6838,1.118,220.885,
15,7363,2.705,217.353,
16,7888,0.422,94.273,
17,8415,0.597,90.811,
18,8940,1.401,91.771,
19,9464,0.845,87.470,
20,9991,2.151,89.030,
muestra,t,M 5A,DUT 30A,
2,530,0.000,95.577,
3,1054,2.235,92.711,
4,1580,3.427,151.859,
5,2107,2.566,142.431,
6,2631,2.154,148.980,
7,3158,0.597,144.759,
8,3685,3.013,143.997,
9,4211,2.232,143.127,
10,4736,0.732,148.505,
11,5262,1.790,143.373,
12,5788,0.731,147.579,
13,6314,1.521,145.898,
14,6841,0.597,144.441,
15,7365,0.732,148.634,
16,7890,3.825,147.615,
17,8416,1.790,226.791,
18,8942,0.597,226.344,
19,9466,0.422,227.631,
20,9992,0.844,113.120,
21,10517,1.523,92.953,
22,11043,0.000,90.032,
23,11569,1.334,91.794,
24,12094,4.835,87.102,
25,12620,1.790,88.958,
26,13144,0.597,85.989,
muestra,t,M 5A,DUT 30A,
2,530,3.189,85.539,
3,1056,3.401,89.639,
4,1583,1.033,140.529,
5,2107,3.104,148.353,
6,2633,1.033,145.172,
7,3160,0.422,142.746,
8,3684,0.945,144.136,
9,4210,0.597,143.037,
10,4736,0.000,146.643,
11,5261,0.845,149.968,
12,5787,2.496,145.061,
13,6313,3.605,146.096,
14,6838,0.597,141.913,
15,7363,1.195,145.533,
16,7889,1.033,143.306,
17,8415,3.017,225.733,
18,8939,1.336,232.310,
19,9465,4.047,230.977,
20,9991,0.422,114.645,
21,10515,1.981,95.510,
22,11043,0.422,93.317,
23,11569,0.422,92.538,
24,12094,2.109,88.524,
25,12618,3.379,87.065,
26,13145,0.597,87.432,
muestra,t,M 5A,DUT 30A,
2,530,0.422,87.798,
3,1056,0.422,97.875,
4,1582,0.597,139.407,
5,2107,2.195,145.908,
6,2633,0.422,144.951,
7,3158,5.259,145.025,
8,3682,0.945,149.604,
9,4208,1.193,146.490,
10,4733,3.046,142.003,
11,5259,0.943,144.264,
12,5785,1.334,142.701,
13,6310,1.336,143.511,
14,6835,1.981,146.611,
15,7360,1.116,148.380,
16,7887,2.566,142.948,
17,8414,2.957,144.136,
18,8940,3.013,147.101,
19,9465,0.422,211.298,
20,9991,1.933,228.256,
21,10516,1.267,234.923,
22,11041,2.026,140.548,
23,11567,3.071,94.409,
24,12092,0.422,94.427,
25,12618,3.375,89.960,
26,13142,0.945,88.201,
27,13668,0.731,88.053,
28,14194,0.422,87.395,
muestra,t,M 5A,DUT 30A,
2,529,0.000,84.747,
3,1054,0.731,99.401,
4,1579,2.535,143.757,
5,2105,1.887,144.242,
6,2631,0.844,147.731,
7,3156,0.000,144.069,
8,3681,4.779,142.523,
9,4206,1.579,140.984,
10,4734,0.597,142.162,
11,5259,0.845,140.640,
12,5784,0.597,146.774,
13,6310,1.889,145.202,
14,6835,0.945,145.268,
15,7360,3.867,142.274,
16,7887,0.597,142.634,
17,8413,1.033,145.524,
18,8938,4.096,148.050,
19,9463,2.987,199.443,
20,9989,1.033,213.054,
21,10514,1.267,222.753,
22,11041,0.597,173.669,
23,11565,4.853,95.610,
24,12091,0.731,91.759,
25,12618,0.597,86.917,
26,13142,4.510,86.212,
27,13667,4.139,86.954,
28,14192,0.597,90.032,
29,14719,1.521,90.067,
muestra,t,M 5A,DUT 30A,
2,530,0.597,92.177,
3,1055,3.075,94.970,
4,1580,2.672,139.078,
5,2111,0.943,144.663,
6,2635,0.422,142.275,
7,3161,0.422,143.060,
8,3687,3.844,145.282,
9,4212,0.945,143.175,
10,4738,2.232,143.864,
11,5264,0.597,142.544,
12,5790,0.422,140.777,
13,6314,3.483,143.913,
14,6840,3.401,145.480,
15,7365,3.458,145.047,
16,7891,0.000,144.929,
17,8417,0.844,141.777,
18,8943,1.463,147.659,
19,9467,0.845,210.323,
20,9992,3.017,220.113,
21,10519,3.890,219.716,
22,11046,1.035,143.623,
23,11570,0.732,96.845,
24,12097,0.597,91.339,
25,12621,1.035,89.861,
26,13147,2.983,90.174,
27,13674,1.266,90.032,
muestra,t,M 5A,DUT 30A,
2,530,1.035,84.253,
3,1056,0.844,92.246,
4,1583,3.213,139.108,
